center_id,district,crop,farmers_arrived,farmers_processed,queue_length,number_of_counters,average_processing_time,arrival_rate,hour,day_of_week,is_weekend,is_holiday,waiting_time
C003,Indore,Soybean,86,47,39,6,8.0,8.57,17,5,0,0,58.5
C005,Nashik,Paddy,71,35,36,3,6.0,8.92,14,4,0,0,95.2
C004,Sehore,Gram,33,5,28,3,6.0,4.41,11,2,0,0,71.6
C003,Indore,Gram,38,17,21,3,4.0,6.82,11,6,1,0,41.4
C002,Ludhiana,Soybean,10,9,1,2,4.0,4.32,8,5,0,0,2.9
C004,Sehore,Paddy,66,46,20,6,4.0,7.29,8,6,1,0,19.5
C001,Karnal,Paddy,20,18,2,4,4.0,6.13,17,3,0,0,3.8
C005,Nashik,Soybean,82,44,38,3,4.0,6.32,18,2,0,0,54.8
C002,Ludhiana,Maize,27,26,1,3,6.0,6.97,18,1,0,0,1
C003,Indore,Paddy,64,32,32,2,8.0,5.42,9,4,0,0,132.1
C005,Nashik,Soybean,42,7,35,3,8.0,7.19,13,3,0,0,122.4
C001,Karnal,Soybean,46,5,41,4,5.0,5.59,14,3,0,0,69.1
C005,Nashik,Mustard,88,46,42,5,5.0,9.71,12,6,1,0,64.7
C003,Indore,Soybean,36,25,11,4,4.0,3.8,9,5,0,0,13.0
C003,Indore,Soybean,40,36,4,2,4.0,5.92,11,5,0,0,10.5
C003,Indore,Wheat,47,41,6,3,7.0,8.09,10,0,1,0,16.2
C005,Nashik,Maize,47,42,5,6,8.0,3.59,15,1,0,0,5.4
C003,Indore,Maize,42,22,20,3,6.0,8.77,12,4,0,0,53.5
C004,Sehore,Soybean,66,31,35,2,7.0,8.93,11,2,0,0,159.0
C001,Karnal,Maize,30,9,21,5,7.0,8.22,17,0,1,0,36.8
C005,Nashik,Mustard,65,20,45,2,7.0,9.69,10,6,1,0,185.9
C003,Indore,Mustard,24,7,17,5,5.0,6.84,9,4,0,0,19.1
C003,Indore,Mustard,32,25,7,6,4.0,9.16,15,2,0,0,6.7
C004,Sehore,Maize,86,47,39,4,5.0,2.94,14,0,1,0,76.0
C001,Karnal,Wheat,58,20,38,4,4.0,9.14,8,5,0,0,44.1
C001,Karnal,Gram,59,43,16,4,4.0,9.38,16,1,0,0,19.1
C001,Karnal,Maize,55,30,25,3,8.0,8.15,8,1,0,0,71.3
C005,Nashik,Gram,90,49,41,5,6.0,7.95,18,3,0,0,52.2
C004,Sehore,Mustard,71,26,45,3,8.0,2.72,14,2,0,0,156.2
C002,Ludhiana,Paddy,40,13,27,3,6.0,3.6,11,4,0,0,69.9
C001,Karnal,Gram,64,36,28,6,4.0,2.34,17,4,0,0,23.9
C005,Nashik,Paddy,88,49,39,2,4.0,6.92,16,6,1,0,95.2
C003,Indore,Paddy,61,48,13,2,4.0,8.85,10,6,1,0,29.9
C003,Indore,Gram,62,40,22,4,8.0,2.38,10,6,1,0,52.0
C001,Karnal,Wheat,26,23,3,6,7.0,9.95,18,5,0,0,2.4
C003,Indore,Paddy,49,5,44,6,7.0,5.81,12,2,0,0,68.6
C001,Karnal,Gram,39,33,6,3,5.0,8.01,12,3,0,0,14.5
C005,Nashik,Mustard,49,31,18,3,8.0,9.01,15,6,1,0,57.0
C004,Sehore,Paddy,86,41,45,3,6.0,5.01,8,2,0,0,93.5
C004,Sehore,Wheat,15,13,2,6,6.0,4.99,16,3,0,1,3.5
C005,Nashik,Soybean,34,30,4,2,6.0,3.89,14,3,0,0,16.8
C003,Indore,Wheat,52,10,42,3,8.0,7.18,14,2,0,0,145.5
C005,Nashik,Wheat,45,7,38,2,5.0,6.74,10,0,1,0,112.8
C001,Karnal,Paddy,45,43,2,4,5.0,4.1,10,5,0,0,4.5
C003,Indore,Gram,43,19,24,5,8.0,8.86,17,5,0,0,43.2
C001,Karnal,Wheat,35,7,28,6,8.0,3.06,15,2,0,0,42.5
C003,Indore,Maize,63,45,18,4,6.0,6.72,10,0,1,0,34.2
C005,Nashik,Mustard,52,37,15,4,6.0,2.72,16,0,1,0,26.2
C005,Nashik,Gram,68,27,41,5,6.0,6.24,12,6,1,0,76.7
C004,Sehore,Soybean,87,48,39,3,5.0,4.97,9,3,0,0,67.9
C004,Sehore,Soybean,38,11,27,2,5.0,8.49,10,2,0,0,68.9
C001,Karnal,Mustard,57,30,27,5,5.0,2.13,11,2,0,0,35.2
C005,Nashik,Mustard,41,17,24,2,4.0,7.45,9,3,0,0,51.8
C001,Karnal,Soybean,53,32,21,5,4.0,2.43,16,3,0,0,18.8
C002,Ludhiana,Mustard,34,20,14,4,4.0,6.73,12,3,0,0,17.4
C004,Sehore,Mustard,55,48,7,4,5.0,8.49,15,4,0,0,10.5
C001,Karnal,Gram,82,41,41,2,8.0,6.25,14,5,0,0,211.3
C004,Sehore,Gram,51,29,22,3,7.0,9.08,16,1,0,0,53.3
C005,Nashik,Soybean,60,30,30,4,8.0,6.38,8,2,0,0,61.8
C002,Ludhiana,Paddy,45,39,6,5,7.0,4.12,8,6,1,0,10.6
C002,Ludhiana,Wheat,64,36,28,6,6.0,3.94,11,6,1,0,44.4
C005,Nashik,Maize,57,13,44,5,5.0,3.68,14,2,0,0,59.0
C005,Nashik,Paddy,41,30,11,4,5.0,9.48,15,3,0,0,15.4
C002,Ludhiana,Mustard,51,20,31,3,7.0,6.98,10,1,0,0,77.5
C002,Ludhiana,Wheat,60,16,44,3,5.0,2.17,9,2,0,0,76.6
C004,Sehore,Gram,50,38,12,3,5.0,4.23,10,1,0,0,21.4
C001,Karnal,Gram,53,43,10,6,8.0,2.07,18,3,0,0,13.8
C001,Karnal,Mustard,38,29,9,4,6.0,2.46,15,2,0,0,15.3
C005,Nashik,Wheat,27,12,15,3,8.0,2.24,14,6,1,0,58.3
C002,Ludhiana,Paddy,45,36,9,5,5.0,5.6,15,1,0,0,8.4
C005,Nashik,Maize,50,24,26,2,7.0,7.84,8,6,1,0,106.6
C003,Indore,Wheat,29,26,3,3,7.0,6.91,10,4,0,0,6.6
C003,Indore,Wheat,28,8,20,2,7.0,3.06,15,2,0,1,59.0
C004,Sehore,Soybean,43,32,11,4,8.0,5.63,10,2,0,0,21.3
C004,Sehore,Paddy,66,50,16,2,4.0,5.24,16,5,0,0,34.5
C004,Sehore,Mustard,60,41,19,5,4.0,5.58,13,4,0,0,21.6
C001,Karnal,Gram,86,41,45,3,8.0,7.44,17,6,1,0,142.5
C005,Nashik,Wheat,65,32,33,4,8.0,2.28,17,2,0,0,68.0
C003,Indore,Gram,59,32,27,3,5.0,4.37,10,1,0,0,50.1
C003,Indore,Soybean,22,15,7,2,5.0,7.75,17,5,0,0,18.5
C001,Karnal,Maize,63,23,40,2,6.0,6.5,13,1,0,0,152.8
C001,Karnal,Paddy,60,15,45,5,7.0,3.1,11,6,1,0,96.1
C003,Indore,Soybean,56,15,41,4,5.0,4.73,15,5,0,0,56.1
C005,Nashik,Gram,27,18,9,6,5.0,5.6,18,4,0,0,6.8
C005,Nashik,Mustard,42,8,34,2,7.0,5.08,9,5,0,0,124.0
C005,Nashik,Maize,54,34,20,4,7.0,7.98,17,4,0,0,38.9
C003,Indore,Soybean,65,32,33,2,6.0,7.49,17,2,0,0,104.1
C002,Ludhiana,Maize,45,44,1,6,5.0,8.86,15,1,0,0,2.2
C001,Karnal,Gram,41,31,10,2,8.0,2.67,14,1,0,1,40.9
C003,Indore,Mustard,49,22,27,5,8.0,4.64,18,4,0,0,45.7
C003,Indore,Soybean,33,21,12,4,4.0,5.76,12,0,1,0,18.2
C004,Sehore,Mustard,47,13,34,6,7.0,4.33,8,2,0,0,43.3
C003,Indore,Mustard,33,21,12,2,5.0,8.89,12,0,1,0,44.9
C004,Sehore,Mustard,30,17,13,2,5.0,6.23,16,3,0,1,28.7
C003,Indore,Soybean,35,6,29,2,4.0,9.67,14,1,0,1,62.0
C003,Indore,Paddy,73,31,42,3,8.0,2.49,8,6,1,0,134.8
C005,Nashik,Gram,45,43,2,6,5.0,8.21,12,5,0,0,1.4
C005,Nashik,Wheat,50,9,41,6,7.0,8.59,15,4,0,0,54.1
C005,Nashik,Soybean,36,14,22,3,6.0,6.44,9,1,0,0,47.1
C005,Nashik,Wheat,37,34,3,4,6.0,3.64,14,6,1,0,6.0
C005,Nashik,Wheat,77,45,32,6,6.0,7.11,11,4,0,0,41.9
C003,Indore,Gram,56,47,9,6,4.0,9.86,8,1,0,0,6.1
C002,Ludhiana,Maize,33,27,6,2,5.0,9.29,17,6,1,0,18.1
C005,Nashik,Wheat,34,14,20,5,5.0,2.33,9,4,0,0,23.1
C004,Sehore,Mustard,58,28,30,6,7.0,6.88,9,5,0,0,38.7
C004,Sehore,Maize,28,17,11,4,8.0,2.03,16,6,1,0,28.0
C003,Indore,Maize,82,37,45,6,7.0,8.45,12,0,1,0,79.5
C002,Ludhiana,Paddy,70,28,42,5,4.0,7.78,14,5,0,0,46.2
C004,Sehore,Soybean,52,18,34,5,6.0,2.79,15,1,0,0,44.4
C002,Ludhiana,Gram,34,10,24,3,4.0,9.85,16,6,1,0,39.6
C005,Nashik,Paddy,53,28,25,4,5.0,8.57,17,2,0,0,34.4
C001,Karnal,Soybean,43,34,9,3,5.0,7.8,11,5,0,0,19.6
C005,Nashik,Gram,30,19,11,2,5.0,5.77,17,0,1,0,34.2
C004,Sehore,Mustard,86,45,41,4,8.0,5.58,18,4,0,0,86.8
C004,Sehore,Gram,50,45,5,4,6.0,8.33,14,3,0,0,8.8
C005,Nashik,Wheat,88,48,40,6,8.0,2.32,15,5,0,0,58.2
C003,Indore,Gram,75,43,32,2,6.0,2.46,17,2,0,0,101.8
C004,Sehore,Paddy,51,37,14,5,8.0,4.11,16,3,0,0,24.2
C002,Ludhiana,Wheat,20,14,6,5,7.0,3.9,14,5,0,0,9.7
